win,threshold,hand
1,17,"Seven of Spades||Ace of Spades||(8 or 18 points)"
0,17,"Six of Diamonds||Five of Clubs||Five of Hearts||Ten of Spades||(26 points)"
0,17,"Two of Diamonds||Jack of Spades||Four of Clubs||Ten of Diamonds||(26 points)"
0,17,"Ten of Clubs||Two of Diamonds||King of Clubs||(22 points)"
0,17,"King of Hearts||Four of Clubs||Eight of Spades||(22 points)"
1,17,"Ace of Clubs||Queen of Diamonds||(11 or 21 points)"
0,17,"Three of Diamonds||Seven of Spades||Seven of Clubs||Eight of Hearts||(25 points)"
1,17,"Six of Clubs||Queen of Spades||Two of Hearts||(18 points)"
1,17,"Jack of Spades||King of Hearts||(20 points)"
0,17,"Four of Hearts||Ace of Diamonds||Five of Hearts||(10 or 20 points)"
0,17,"Two of Clubs||Four of Hearts||Six of Spades||Seven of Spades||(19 points)"
0,17,"Ten of Hearts||Six of Hearts||King of Spades||(26 points)"
0,17,"Five of Hearts||Ace of Clubs||Six of Hearts||(12 or 22 points)"
1,17,"Ten of Spades||Queen of Clubs||(20 points)"
0,17,"Five of Spades||Two of Clubs||Eight of Diamonds||Seven of Clubs||(22 points)"
0,17,"Two of Hearts||Two of Spades||Seven of Clubs||Jack of Clubs||(21 points)"
0,17,"Two of Hearts||Eight of Hearts||Six of Spades||Nigh of Hearts||(25 points)"
0,17,"Jack of Spades||Three of Spades||King of Diamonds||(23 points)"
0,17,"Two of Spades||Jack of Clubs||Four of Hearts||King of Clubs||(26 points)"
1,17,"Six of Clubs||Four of Hearts||Four of Spades||Seven of Diamonds||(21 points)"
1,17,"Three of Spades||Five of Diamonds||Jack of Clubs||(18 points)"
0,17,"Ace of Diamonds||Ten of Diamonds||(11 or 21 points)"
0,17,"Three of Diamonds||Ten of Clubs||Four of Clubs||Eight of Clubs||(25 points)"
0,17,"King of Spades||King of Diamonds||(20 points)"
0,17,"Six of Spades||Five of Clubs||Five of Diamonds||Six of Hearts||(22 points)"
0,17,"Four of Diamonds||Nigh of Diamonds||Queen of Hearts||(23 points)"
1,17,"Three of Hearts||Ace of Spades||Eight of Diamonds||(12 or 22 points)"
0,17,"Queen of Spades||Queen of Diamonds||(20 points)"
0,17,"Jack of Spades||Ten of Diamonds||(20 points)"
0,17,"King of Hearts||Three of Hearts||Five of Hearts||(18 points)"
0,17,"Nigh of Clubs||Ace of Diamonds||(10 or 20 points)"
0,17,"King of Spades||Five of Clubs||Three of Clubs||(18 points)"
0,17,"Eight of Clubs||Queen of Clubs||(18 points)"
0,17,"Four of Clubs||Five of Clubs||Six of Clubs||King of Clubs||(25 points)"
0,17,"Five of Diamonds||Nigh of Spades||Ten of Diamonds||(24 points)"
0,17,"King of Hearts||King of Clubs||(20 points)"
0,17,"Four of Clubs||King of Clubs||Two of Spades||Eight of Spades||(24 points)"
0,17,"Five of Diamonds||Ten of Diamonds||Queen of Diamonds||(25 points)"
0,17,"Queen of Hearts||Eight of Hearts||(18 points)"
0,17,"Three of Spades||Seven of Diamonds||Five of Hearts||Nigh of Spades||(24 points)"
1,17,"Six of Hearts||Queen of Spades||Five of Spades||(21 points)"
1,17,"Four of Diamonds||Jack of Diamonds||Ace of Spades||(15 or 25 points)"
1,17,"Ace of Diamonds||Jack of Hearts||(11 or 21 points)"
0,17,"Five of Diamonds||Eight of Hearts||Queen of Diamonds||(23 points)"
1,17,"Six of Spades||Ace of Spades||King of Clubs||(17 or 27 points)"
1,17,"Three of Diamonds||Ace of Diamonds||Ace of Hearts||(5, 5, 5 or 25 points)"
1,17,"Jack of Diamonds||Three of Clubs||Three of Hearts||Five of Diamonds||(21 points)"
1,17,"Ace of Spades||Ten of Clubs||(11 or 21 points)"
1,17,"Seven of Spades||Queen of Hearts||Three of Hearts||(20 points)"
0,17,"Five of Diamonds||Six of Diamonds||Queen of Clubs||(21 points)"
0,17,"Jack of Diamonds||Five of Diamonds||Two of Clubs||King of Diamonds||(27 points)"
0,17,"Jack of Spades||Six of Spades||Ten of Spades||(26 points)"
1,17,"Eight of Hearts||Queen of Clubs||(18 points)"
1,17,"Ace of Hearts||Ace of Diamonds||(2, 2, 2 or 22 points)"
0,17,"Six of Hearts||Five of Hearts||Two of Hearts||Six of Spades||(19 points)"
1,17,"Five of Diamonds||Eight of Diamonds||Seven of Spades||(20 points)"
0,17,"Two of Hearts||Seven of Spades||Jack of Clubs||(19 points)"
0,17,"Nigh of Diamonds||Two of Spades||Three of Hearts||Jack of Clubs||(24 points)"
1,17,"Three of Clubs||Three of Hearts||Jack of Spades||Five of Hearts||(21 points)"
1,17,"Seven of Hearts||Ten of Spades||Three of Diamonds||(20 points)"
0,17,"Four of Diamonds||Nigh of Diamonds||Seven of Diamonds||(20 points)"
1,17,"Three of Clubs||Eight of Hearts||Ten of Hearts||(21 points)"
1,17,"Ace of Clubs||Seven of Clubs||(8 or 18 points)"
1,17,"King of Hearts||Ace of Diamonds||(11 or 21 points)"
0,17,"Nigh of Hearts||Ace of Hearts||(10 or 20 points)"
0,17,"Four of Hearts||Jack of Clubs||Four of Diamonds||(18 points)"
1,17,"Ten of Spades||King of Diamonds||(20 points)"
1,17,"Two of Hearts||Two of Spades||King of Hearts||Four of Clubs||(18 points)"
0,17,"Five of Clubs||King of Hearts||Jack of Hearts||(25 points)"
0,17,"Three of Clubs||Queen of Clubs||Ten of Spades||(23 points)"
1,17,"Eight of Clubs||Six of Clubs||Seven of Clubs||(21 points)"
1,17,"Ace of Diamonds||Jack of Clubs||(11 or 21 points)"
1,17,"Four of Hearts||Eight of Hearts||Eight of Clubs||(20 points)"
1,17,"Two of Diamonds||Seven of Spades||Jack of Hearts||(19 points)"
0,17,"King of Spades||Five of Hearts||Nigh of Clubs||(24 points)"
0,17,"King of Clubs||Four of Spades||Jack of Spades||(24 points)"
0,17,"Eight of Diamonds||Ten of Spades||(18 points)"
1,17,"Ace of Diamonds||King of Hearts||(11 or 21 points)"
0,17,"Three of Spades||Four of Spades||Ten of Spades||Eight of Clubs||(25 points)"
1,17,"King of Hearts||Queen of Spades||(20 points)"
0,17,"Seven of Spades||Two of Spades||Ace of Clubs||(10 or 20 points)"
1,17,"Four of Spades||Two of Diamonds||Seven of Clubs||Seven of Spades||(20 points)"
1,17,"Seven of Hearts||Two of Clubs||Three of Spades||Nigh of Hearts||(21 points)"
1,17,"Eight of Hearts||King of Diamonds||(18 points)"
0,17,"King of Spades||Six of Diamonds||Five of Diamonds||(21 points)"
0,17,"Eight of Spades||Six of Spades||Ten of Spades||(24 points)"
1,17,"Eight of Clubs||Three of Spades||King of Clubs||(21 points)"
0,17,"King of Spades||Jack of Hearts||(20 points)"
0,17,"Seven of Diamonds||King of Clubs||Five of Spades||(22 points)"
1,17,"Three of Hearts||Queen of Hearts||Seven of Diamonds||(20 points)"
0,17,"Nigh of Diamonds||Jack of Clubs||(19 points)"
0,17,"Ten of Hearts||Three of Clubs||Eight of Diamonds||(21 points)"
0,17,"Three of Spades||Ten of Diamonds||Four of Clubs||Queen of Hearts||(27 points)"
0,17,"Jack of Diamonds||Two of Hearts||Ten of Clubs||(22 points)"
1,17,"Queen of Hearts||Seven of Hearts||Ace of Diamonds||(18 or 28 points)"
1,17,"Jack of Diamonds||Queen of Hearts||(20 points)"
1,17,"Jack of Diamonds||Ace of Diamonds||(11 or 21 points)"
1,17,"Seven of Hearts||Two of Hearts||Ten of Spades||(19 points)"
0,17,"Ten of Clubs||Three of Hearts||Jack of Diamonds||(23 points)"
0,17,"Seven of Spades||King of Hearts||Queen of Spades||(27 points)"
1,17,"King of Spades||Six of Hearts||Two of Clubs||(18 points)"
0,17,"Jack of Diamonds||Ten of Clubs||(20 points)"
0,17,"Nigh of Diamonds||Ace of Hearts||(10 or 20 points)"
0,17,"Queen of Diamonds||Five of Diamonds||King of Clubs||(25 points)"
1,17,"Queen of Diamonds||Ace of Hearts||(11 or 21 points)"
0,17,"Five of Diamonds||Jack of Diamonds||Eight of Hearts||(23 points)"
0,17,"Six of Hearts||Two of Hearts||Seven of Clubs||Ten of Spades||(25 points)"
0,17,"Nigh of Diamonds||Five of Diamonds||Five of Spades||(19 points)"
1,17,"Ace of Spades||Queen of Hearts||(11 or 21 points)"
0,17,"King of Diamonds||Six of Diamonds||Nigh of Diamonds||(25 points)"
1,17,"Ace of Clubs||Nigh of Spades||(10 or 20 points)"
0,17,"Six of Hearts||Seven of Spades||Eight of Clubs||(21 points)"
0,17,"Six of Clubs||Queen of Diamonds||Three of Clubs||(19 points)"
0,17,"Jack of Clubs||Jack of Diamonds||(20 points)"
1,17,"Ace of Diamonds||Four of Hearts||King of Spades||(15 or 25 points)"
0,17,"King of Diamonds||Six of Diamonds||Three of Clubs||(19 points)"
0,17,"Two of Clubs||Queen of Diamonds||Eight of Hearts||(20 points)"
0,17,"Eight of Clubs||Three of Clubs||Ace of Clubs||(12 or 22 points)"
0,17,"Queen of Hearts||Seven of Clubs||Eight of Hearts||(25 points)"
0,17,"Two of Hearts||King of Diamonds||Five of Diamonds||Queen of Diamonds||(27 points)"
0,17,"Nigh of Clubs||Six of Clubs||Jack of Spades||(25 points)"
1,17,"King of Hearts||Ace of Diamonds||(11 or 21 points)"
1,17,"Ace of Hearts||Ace of Spades||(2, 2, 2 or 22 points)"
1,17,"Eight of Hearts||Ace of Diamonds||(9 or 19 points)"
0,17,"Five of Diamonds||Seven of Hearts||Ten of Diamonds||(22 points)"
0,17,"Eight of Clubs||Six of Hearts||Eight of Diamonds||(22 points)"
0,17,"Two of Diamonds||Jack of Hearts||Jack of Diamonds||(22 points)"
1,17,"Queen of Clubs||Nigh of Hearts||(19 points)"
0,17,"Queen of Clubs||Three of Spades||Nigh of Hearts||(22 points)"
1,17,"Six of Spades||Six of Hearts||Nigh of Hearts||(21 points)"
1,17,"Ace of Diamonds||Queen of Spades||(11 or 21 points)"
1,17,"Seven of Spades||Four of Clubs||Jack of Spades||(21 points)"
0,17,"Four of Diamonds||King of Diamonds||Seven of Spades||(21 points)"
1,17,"Three of Diamonds||Three of Hearts||Ace of Spades||Queen of Hearts||(17 or 27 points)"
0,17,"Six of Hearts||Nigh of Clubs||King of Hearts||(25 points)"
1,17,"Two of Clubs||Seven of Spades||Ten of Diamonds||(19 points)"
1,17,"Five of Clubs||Ace of Spades||Eight of Hearts||(14 or 24 points)"
0,17,"Nigh of Spades||Ten of Diamonds||(19 points)"
1,17,"Jack of Spades||King of Hearts||(20 points)"
1,17,"Eight of Clubs||Ace of Diamonds||(9 or 19 points)"
0,17,"Three of Clubs||Six of Hearts||Four of Clubs||Queen of Spades||(23 points)"
0,17,"Ace of Hearts||Ten of Hearts||(11 or 21 points)"
1,17,"Seven of Clubs||Eight of Spades||Ace of Clubs||(16 or 26 points)"
1,17,"Three of Spades||Two of Spades||Nigh of Hearts||Five of Spades||(19 points)"
0,17,"Eight of Diamonds||King of Clubs||(18 points)"
0,17,"Six of Diamonds||Jack of Diamonds||King of Diamonds||(26 points)"
0,17,"Two of Clubs||Seven of Spades||Jack of Diamonds||(19 points)"
0,17,"Five of Spades||Seven of Hearts||King of Spades||(22 points)"
0,17,"Six of Spades||King of Hearts||Two of Clubs||(18 points)"
0,17,"Jack of Diamonds||Six of Diamonds||Jack of Hearts||(26 points)"
1,17,"Four of Hearts||Eight of Hearts||Nigh of Hearts||(21 points)"
0,17,"Four of Hearts||Nigh of Hearts||Ten of Diamonds||(23 points)"
1,17,"Ace of Spades||Queen of Diamonds||(11 or 21 points)"
1,17,"Two of Clubs||Six of Hearts||Five of Spades||Eight of Hearts||(21 points)"
1,17,"Two of Diamonds||Ace of Hearts||Queen of Diamonds||(13 or 23 points)"
0,17,"Jack of Spades||Eight of Hearts||(18 points)"
1,17,"Ten of Hearts||Four of Hearts||Two of Hearts||Three of Spades||(19 points)"
1,17,"Three of Clubs||Nigh of Clubs||Four of Diamonds||Three of Diamonds||(19 points)"
1,17,"Nigh of Clubs||Seven of Spades||Four of Clubs||(20 points)"
1,17,"Ten of Hearts||Jack of Clubs||(20 points)"
0,17,"Six of Hearts||Two of Hearts||Ace of Hearts||(9 or 19 points)"
0,17,"Two of Hearts||Five of Diamonds||Ten of Clubs||Queen of Diamonds||(27 points)"
1,17,"Six of Diamonds||Jack of Clubs||Five of Diamonds||(21 points)"
1,17,"Seven of Diamonds||Nigh of Clubs||Ace of Hearts||(17 or 27 points)"
1,17,"Ace of Hearts||Six of Spades||King of Clubs||(17 or 27 points)"
0,17,"Four of Hearts||Six of Clubs||Five of Clubs||Four of Clubs||(19 points)"
0,17,"Two of Clubs||Nigh of Hearts||Two of Diamonds||Jack of Clubs||(23 points)"
1,17,"Six of Spades||Three of Spades||Ten of Spades||(19 points)"
1,17,"King of Clubs||Nigh of Spades||(19 points)"
0,17,"Four of Hearts||Jack of Spades||Seven of Diamonds||(21 points)"
0,17,"Eight of Spades||Six of Spades||King of Spades||(24 points)"
1,17,"Two of Hearts||Jack of Diamonds||Eight of Clubs||(20 points)"
0,17,"Three of Diamonds||Four of Clubs||Six of Spades||Six of Clubs||(19 points)"
1,17,"Jack of Hearts||Queen of Spades||(20 points)"
0,17,"Ten of Hearts||Six of Clubs||Jack of Spades||(26 points)"
1,17,"Seven of Diamonds||Two of Spades||Queen of Diamonds||(19 points)"
1,17,"Eight of Clubs||Three of Hearts||Two of Hearts||Seven of Hearts||(20 points)"
0,17,"Ten of Hearts||Five of Hearts||Nigh of Spades||(24 points)"
0,17,"Eight of Clubs||Queen of Diamonds||(18 points)"
1,17,"Six of Hearts||Four of Spades||Queen of Clubs||(20 points)"
0,17,"Five of Diamonds||King of Hearts||King of Clubs||(25 points)"
0,17,"Four of Diamonds||King of Spades||Ten of Clubs||(24 points)"
0,17,"Queen of Clubs||Eight of Diamonds||(18 points)"
1,17,"Five of Spades||Queen of Diamonds||Five of Hearts||(20 points)"
1,17,"Four of Spades||Ten of Hearts||Seven of Clubs||(21 points)"
1,17,"Six of Clubs||Ten of Clubs||Three of Spades||(19 points)"
0,17,"Four of Diamonds||Nigh of Hearts||Six of Hearts||(19 points)"
0,17,"Jack of Diamonds||Ten of Hearts||(20 points)"
0,17,"Two of Spades||Jack of Spades||Three of Hearts||Two of Hearts||Five of Hearts||(22 points)"
0,17,"Eight of Spades||Ten of Spades||(18 points)"
0,17,"Four of Spades||Six of Spades||Eight of Diamonds||(18 points)"
0,17,"Six of Diamonds||Seven of Diamonds||Queen of Clubs||(23 points)"
0,17,"Three of Diamonds||Ten of Hearts||King of Spades||(23 points)"
1,17,"Seven of Diamonds||Four of Hearts||King of Hearts||(21 points)"
1,17,"Jack of Clubs||Queen of Spades||(20 points)"
0,17,"Ace of Spades||Three of Clubs||King of Clubs||(14 or 24 points)"
0,17,"Eight of Clubs||Jack of Diamonds||(18 points)"
0,17,"Four of Spades||Jack of Spades||Ten of Hearts||(24 points)"
0,17,"Two of Hearts||Eight of Clubs||Jack of Clubs||(20 points)"
0,17,"Three of Hearts||Four of Hearts||Seven of Hearts||Jack of Clubs||(24 points)"
1,17,"Five of Clubs||Six of Diamonds||Queen of Clubs||(21 points)"
1,17,"Seven of Spades||Queen of Hearts||Four of Hearts||(21 points)"
0,17,"Nigh of Clubs||Seven of Clubs||Three of Clubs||(19 points)"
0,17,"Ten of Clubs||Eight of Diamonds||(18 points)"
1,17,"Five of Diamonds||Six of Diamonds||Jack of Clubs||(21 points)"
1,17,"Three of Spades||Ten of Spades||Two of Spades||Five of Hearts||(20 points)"
1,17,"Eight of Spades||Ace of Diamonds||(9 or 19 points)"
1,17,"Nigh of Diamonds||Nigh of Hearts||(18 points)"
1,17,"Two of Hearts||Seven of Clubs||Queen of Hearts||(19 points)"
0,17,"Jack of Hearts||Nigh of Clubs||(19 points)"
1,17,"Seven of Diamonds||Queen of Spades||Three of Spades||(20 points)"
1,17,"Queen of Hearts||Queen of Clubs||(20 points)"
1,17,"Three of Diamonds||King of Spades||Ace of Clubs||(14 or 24 points)"
0,17,"Five of Clubs||Ten of Spades||Seven of Spades||(22 points)"
0,17,"Queen of Spades||Six of Hearts||Queen of Hearts||(26 points)"
1,17,"Queen of Hearts||Eight of Spades||(18 points)"
0,17,"Two of Diamonds||King of Clubs||Four of Hearts||Four of Spades||(20 points)"
0,17,"Nigh of Spades||King of Hearts||(19 points)"
0,17,"Five of Hearts||Nigh of Hearts||King of Hearts||(24 points)"
0,17,"Three of Hearts||Seven of Clubs||Nigh of Hearts||(19 points)"
1,17,"Two of Diamonds||King of Spades||Eight of Spades||(20 points)"
0,17,"Ace of Hearts||Ace of Clubs||(2, 2, 2 or 22 points)"
0,17,"Six of Diamonds||Ten of Spades||Queen of Spades||(26 points)"
1,17,"Seven of Hearts||Two of Diamonds||Four of Hearts||Six of Spades||(19 points)"
0,17,"Ten of Hearts||Six of Clubs||Five of Hearts||(21 points)"
0,17,"Two of Hearts||Four of Diamonds||Queen of Diamonds||Ten of Hearts||(26 points)"
0,17,"Two of Spades||King of Spades||Three of Hearts||Nigh of Clubs||(24 points)"
1,17,"Ten of Spades||Two of Diamonds||Six of Spades||(18 points)"
0,17,"Six of Spades||King of Diamonds||Ten of Clubs||(26 points)"
0,17,"King of Diamonds||Five of Clubs||Jack of Diamonds||(25 points)"
1,17,"Three of Hearts||King of Hearts||Two of Diamonds||Ace of Hearts||(16 or 26 points)"
0,17,"Four of Diamonds||Jack of Diamonds||Nigh of Hearts||(23 points)"
0,17,"Eight of Diamonds||Queen of Spades||(18 points)"
0,17,"Three of Hearts||Six of Spades||Five of Diamonds||Jack of Hearts||(24 points)"
0,17,"Seven of Diamonds||Queen of Spades||Five of Diamonds||(22 points)"
1,17,"Three of Diamonds||Six of Clubs||Two of Hearts||Eight of Spades||(19 points)"
0,17,"Ten of Diamonds||Six of Hearts||Three of Clubs||(19 points)"
0,17,"Two of Hearts||Four of Spades||Four of Diamonds||Eight of Clubs||(18 points)"
0,17,"Three of Hearts||Two of Diamonds||Queen of Hearts||Four of Hearts||(19 points)"
1,17,"Four of Diamonds||Ace of Hearts||Two of Clubs||Ten of Clubs||(17 or 27 points)"
0,17,"Two of Hearts||Five of Diamonds||Ten of Clubs||Five of Spades||(22 points)"
1,17,"Six of Hearts||Three of Clubs||Ten of Clubs||(19 points)"
1,17,"Eight of Hearts||Ace of Diamonds||(9 or 19 points)"
1,17,"Two of Diamonds||Ace of Spades||Eight of Diamonds||(11 or 21 points)"
1,17,"Two of Spades||Queen of Hearts||Nigh of Diamonds||(21 points)"
1,17,"Three of Hearts||Four of Spades||Four of Clubs||Nigh of Hearts||(20 points)"
0,17,"Three of Diamonds||Two of Spades||Nigh of Spades||Ace of Hearts||(15 or 25 points)"
0,17,"Jack of Clubs||Queen of Hearts||(20 points)"
0,17,"Five of Clubs||Two of Spades||Ace of Spades||(8 or 18 points)"
0,17,"Jack of Clubs||King of Hearts||(20 points)"
0,17,"Nigh of Spades||Ace of Clubs||(10 or 20 points)"
0,17,"Jack of Diamonds||Six of Diamonds||Nigh of Hearts||(25 points)"
0,17,"Six of Hearts||Eight of Diamonds||Nigh of Hearts||(23 points)"
0,17,"Five of Spades||Nigh of Spades||Queen of Clubs||(24 points)"
1,17,"King of Hearts||Three of Clubs||Ace of Clubs||(14 or 24 points)"
0,17,"Queen of Hearts||Four of Clubs||Jack of Clubs||(24 points)"
0,17,"Ace of Diamonds||Eight of Diamonds||(9 or 19 points)"
1,17,"Ace of Spades||Two of Hearts||Two of Diamonds||Jack of Spades||(15 or 25 points)"
1,17,"Six of Spades||Ace of Spades||Ten of Hearts||(17 or 27 points)"
1,17,"Eight of Diamonds||Six of Hearts||Seven of Hearts||(21 points)"
1,17,"Six of Hearts||Four of Hearts||Jack of Spades||(20 points)"
1,17,"Seven of Diamonds||Two of Diamonds||Six of Diamonds||Ace of Clubs||(16 or 26 points)"
1,17,"Jack of Clubs||Seven of Clubs||Ace of Clubs||(18 or 28 points)"
0,17,"Nigh of Diamonds||Eight of Clubs||Seven of Clubs||(24 points)"
0,17,"Ten of Hearts||Eight of Spades||(18 points)"
1,17,"Queen of Diamonds||Eight of Diamonds||(18 points)"
0,17,"Queen of Diamonds||Jack of Diamonds||(20 points)"
1,17,"Nigh of Clubs||Six of Spades||Ace of Clubs||(16 or 26 points)"
0,17,"Ten of Clubs||Two of Diamonds||Queen of Hearts||(22 points)"
1,17,"Nigh of Diamonds||Four of Diamonds||Six of Spades||(19 points)"
1,17,"King of Spades||Three of Hearts||Seven of Clubs||(20 points)"
1,17,"Ace of Diamonds||Eight of Spades||(9 or 19 points)"
0,17,"Five of Hearts||Jack of Spades||Three of Spades||(18 points)"
1,17,"Three of Hearts||Ace of Hearts||Two of Hearts||King of Spades||(16 or 26 points)"
0,17,"Two of Hearts||Six of Diamonds||Seven of Spades||Five of Spades||(20 points)"
0,17,"Queen of Spades||Four of Clubs||Eight of Diamonds||(22 points)"
1,17,"Seven of Diamonds||Four of Diamonds||Nigh of Hearts||(20 points)"
1,17,"Ten of Clubs||Nigh of Hearts||(19 points)"
0,17,"Three of Hearts||Jack of Hearts||Seven of Spades||(20 points)"
0,17,"Four of Clubs||Eight of Diamonds||Five of Spades||King of Diamonds||(27 points)"
0,17,"Two of Diamonds||Six of Spades||Jack of Hearts||(18 points)"
1,17,"Nigh of Spades||Five of Diamonds||Three of Diamonds||Four of Diamonds||(21 points)"
0,17,"Three of Hearts||Queen of Clubs||Jack of Hearts||(23 points)"
0,17,"King of Spades||Queen of Clubs||(20 points)"
0,17,"Nigh of Spades||Four of Clubs||Three of Spades||Jack of Clubs||(26 points)"
1,17,"Ten of Hearts||Four of Diamonds||Ace of Spades||(15 or 25 points)"
0,17,"Six of Hearts||Three of Hearts||King of Spades||(19 points)"
1,17,"King of Hearts||Ace of Diamonds||(11 or 21 points)"
0,17,"King of Hearts||Five of Hearts||Jack of Hearts||(25 points)"
1,17,"Queen of Clubs||Three of Diamonds||Two of Hearts||Four of Spades||(19 points)"
0,17,"Eight of Hearts||Six of Diamonds||Ten of Diamonds||(24 points)"
0,17,"Jack of Hearts||Three of Diamonds||Nigh of Hearts||(22 points)"
0,17,"Two of Hearts||Five of Diamonds||Queen of Diamonds||Jack of Spades||(27 points)"
0,17,"Jack of Clubs||Seven of Hearts||Two of Hearts||(19 points)"
0,17,"Six of Spades||Queen of Clubs||Queen of Spades||(26 points)"
0,17,"Nigh of Spades||Jack of Diamonds||(19 points)"
0,17,"Jack of Diamonds||Ten of Spades||(20 points)"
0,17,"Seven of Clubs||King of Hearts||Jack of Clubs||(27 points)"
0,17,"Five of Hearts||Jack of Spades||Seven of Diamonds||(22 points)"
1,17,"Ace of Spades||Ten of Spades||(11 or 21 points)"
1,17,"Nigh of Hearts||Two of Hearts||Three of Spades||Two of Spades||Five of Clubs||(21 points)"
1,17,"King of Hearts||King of Diamonds||(20 points)"
0,17,"Nigh of Hearts||Seven of Diamonds||Six of Diamonds||(22 points)"
0,17,"Ten of Spades||Two of Hearts||Nigh of Spades||(21 points)"
0,17,"Five of Spades||Ten of Clubs||Eight of Hearts||(23 points)"
0,17,"King of Clubs||Six of Hearts||Seven of Spades||(23 points)"
0,17,"Ten of Hearts||Eight of Diamonds||(18 points)"
0,17,"Ace of Clubs||Six of Spades||Ten of Spades||(17 or 27 points)"
0,17,"Nigh of Hearts||Eight of Hearts||Jack of Clubs||(27 points)"
1,17,"King of Hearts||Four of Diamonds||Three of Spades||Four of Spades||(21 points)"
0,17,"Jack of Spades||Five of Clubs||Eight of Clubs||(23 points)"
1,17,"Queen of Hearts||Ace of Hearts||(11 or 21 points)"
1,17,"Queen of Hearts||Ace of Spades||(11 or 21 points)"
0,17,"Eight of Clubs||Seven of Spades||Four of Clubs||(19 points)"
0,17,"Five of Hearts||Two of Hearts||Ace of Spades||(8 or 18 points)"
0,17,"Queen of Spades||King of Spades||(20 points)"
1,17,"Three of Hearts||King of Hearts||Seven of Hearts||(20 points)"
1,17,"Ace of Clubs||Five of Spades||Nigh of Spades||(15 or 25 points)"
0,17,"Eight of Spades||Six of Diamonds||Jack of Spades||(24 points)"
1,17,"Eight of Spades||Jack of Clubs||(18 points)"
0,17,"Seven of Hearts||Four of Diamonds||Ten of Clubs||(21 points)"
0,17,"Seven of Spades||Two of Clubs||Three of Clubs||Jack of Clubs||(22 points)"
1,17,"Two of Diamonds||Queen of Spades||Nigh of Hearts||(21 points)"
0,17,"Seven of Clubs||Two of Hearts||Eight of Diamonds||Seven of Spades||(24 points)"
0,17,"Ten of Spades||Nigh of Spades||(19 points)"
1,17,"King of Hearts||Ten of Clubs||(20 points)"
0,17,"Eight of Diamonds||Two of Hearts||Six of Hearts||King of Diamonds||(26 points)"
1,17,"Jack of Clubs||Three of Clubs||Eight of Clubs||(21 points)"
0,17,"Ten of Hearts||Eight of Diamonds||(18 points)"
0,17,"Six of Spades||Seven of Hearts||Ten of Clubs||(23 points)"
0,17,"Seven of Clubs||Two of Hearts||Six of Clubs||Jack of Spades||(25 points)"
0,17,"Ten of Diamonds||Three of Clubs||Five of Clubs||(18 points)"
1,17,"King of Diamonds||Seven of Clubs||Three of Hearts||(20 points)"
1,17,"Eight of Spades||Nigh of Clubs||Four of Hearts||(21 points)"
1,17,"King of Diamonds||Jack of Clubs||(20 points)"
0,17,"Jack of Clubs||Ten of Diamonds||(20 points)"
0,17,"Six of Hearts||Eight of Spades||Two of Hearts||Five of Hearts||(21 points)"
0,17,"Five of Clubs||Ten of Clubs||Jack of Hearts||(25 points)"
0,17,"Seven of Diamonds||Ace of Spades||(8 or 18 points)"
0,17,"King of Spades||Jack of Clubs||(20 points)"
1,17,"Two of Spades||Three of Hearts||Ace of Spades||Queen of Clubs||(16 or 26 points)"
0,17,"Queen of Hearts||Seven of Diamonds||Nigh of Clubs||(26 points)"
0,17,"Ten of Diamonds||Six of Hearts||Jack of Hearts||(26 points)"
1,17,"Three of Clubs||Six of Diamonds||Two of Spades||Queen of Clubs||(21 points)"
0,17,"Two of Diamonds||Ten of Clubs||Jack of Diamonds||(22 points)"
1,17,"Queen of Hearts||King of Clubs||(20 points)"
1,17,"Eight of Spades||King of Clubs||(18 points)"
1,17,"Nigh of Spades||Nigh of Hearts||(18 points)"
0,17,"Five of Diamonds||Six of Spades||Ace of Hearts||(12 or 22 points)"
0,17,"Seven of Clubs||Queen of Hearts||Eight of Clubs||(25 points)"
0,17,"Queen of Diamonds||Five of Hearts||Ten of Clubs||(25 points)"
0,17,"Six of Diamonds||Four of Clubs||Jack of Diamonds||(20 points)"
0,17,"Nigh of Diamonds||Eight of Diamonds||Four of Hearts||(21 points)"
0,17,"Three of Clubs||Six of Spades||Five of Hearts||Five of Diamonds||(19 points)"
0,17,"Jack of Hearts||Ten of Spades||(20 points)"
0,17,"Nigh of Hearts||King of Hearts||(19 points)"
1,17,"Queen of Diamonds||Ace of Diamonds||(11 or 21 points)"
0,17,"Five of Spades||Two of Clubs||Ten of Clubs||Jack of Diamonds||(27 points)"
0,17,"Queen of Hearts||Eight of Hearts||(18 points)"
1,17,"Eight of Clubs||Five of Diamonds||Seven of Diamonds||(20 points)"
1,17,"King of Spades||Queen of Clubs||(20 points)"
0,17,"Ten of Clubs||Queen of Clubs||(20 points)"
0,17,"Ten of Spades||Three of Spades||Three of Hearts||Six of Spades||(22 points)"
0,17,"King of Spades||Five of Clubs||Queen of Diamonds||(25 points)"
0,17,"Ace of Spades||Eight of Diamonds||(9 or 19 points)"
0,17,"Eight of Diamonds||Eight of Spades||Two of Hearts||(18 points)"
0,17,"Queen of Hearts||Ten of Hearts||(20 points)"
1,17,"Two of Hearts||King of Diamonds||Five of Spades||Three of Diamonds||(20 points)"
1,17,"Nigh of Clubs||Queen of Hearts||(19 points)"
0,17,"Eight of Diamonds||King of Clubs||(18 points)"
